2018-09-02 23:20:34,575 [open_context_base.py] on_error:303: Connect error: conn_id=32; err=[Errno 111] Connection refused;
2018-09-02 23:20:34,584 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:20:42,585 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:42,585 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:42,595 [open_context_base.py] on_error:303: Connect error: conn_id=33; err=[Errno 111] Connection refused;
2018-09-02 23:20:42,596 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:20:50,596 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:50,597 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:50,614 [open_context_base.py] on_error:303: Connect error: conn_id=34; err=[Errno 111] Connection refused;
2018-09-02 23:20:50,617 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:20:58,629 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:58,629 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:20:58,633 [open_context_base.py] on_error:303: Connect error: conn_id=35; err=[Errno 111] Connection refused;
2018-09-02 23:20:58,639 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:21:06,640 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:06,640 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:06,652 [open_context_base.py] on_error:303: Connect error: conn_id=36; err=[Errno 111] Connection refused;
2018-09-02 23:21:06,661 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:21:14,661 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:14,661 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:14,671 [open_context_base.py] on_error:303: Connect error: conn_id=37; err=[Errno 111] Connection refused;
2018-09-02 23:21:14,672 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:21:22,672 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:22,672 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:22,692 [open_context_base.py] on_error:303: Connect error: conn_id=38; err=[Errno 111] Connection refused;
2018-09-02 23:21:22,712 [open_context_base.py] on_closed:311: Connect closed: conn_id=38
2018-09-02 23:21:22,713 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:21:30,714 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:30,714 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:30,731 [open_context_base.py] on_error:303: Connect error: conn_id=39; err=[Errno 111] Connection refused;
2018-09-02 23:21:30,734 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:21:38,735 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:38,735 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:38,750 [open_context_base.py] on_error:303: Connect error: conn_id=40; err=[Errno 111] Connection refused;
2018-09-02 23:21:38,755 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:21:46,756 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:46,767 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:46,770 [open_context_base.py] on_error:303: Connect error: conn_id=41; err=[Errno 111] Connection refused;
2018-09-02 23:21:46,777 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:21:54,778 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:54,778 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:21:54,789 [open_context_base.py] on_error:303: Connect error: conn_id=42; err=[Errno 111] Connection refused;
2018-09-02 23:21:54,798 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:22:02,799 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:02,799 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:02,809 [open_context_base.py] on_error:303: Connect error: conn_id=43; err=[Errno 111] Connection refused;
2018-09-02 23:22:02,810 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:22:10,810 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:10,811 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:10,811 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:22:18,812 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:18,812 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:18,827 [open_context_base.py] on_error:303: Connect error: conn_id=45; err=[Errno 111] Connection refused;
2018-09-02 23:22:18,833 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:22:26,833 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:26,833 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:26,848 [open_context_base.py] on_error:303: Connect error: conn_id=46; err=[Errno 111] Connection refused;
